,noaa,number,hpc_x,hpc_y,classification,hale_classification,numspots
2001-07-26,"9556,9555,9553,9548,9543,9554",6,"629.616,-576.5664,-128.709,640.986,739.116,873.888","-179.8986,-216.1422,127.6386,216.4902,-411.1986,253.6872","CAO,CRO,DAI,HSX,FAI,HRX","BETAAGAMMA,BETAAGAMMA,BETAAGAMMA,ALPHAGAMMA,BETA-GAMMA,ALPHAGAMMA","2,2,13,1,17,1"
2001-07-27,"9558,9557,9556,9555,9554,9553,9543,9548",8,"451.1148,-855.762,779.508,-439.8948,906.534,80.6136,812.226,780.474","218.2662,-317.2512,-164.4516,-225.6594,253.452,125.8158,-410.9652,215.766","BXO,HSX,CSO,BXO,AXX,DAI,EAO,HSX","BETAAGAMMA,ALPHAGAMMA,BETAAGAMMA,BETAAGAMMA,ALPHAGAMMA,BETAAGAMMA,BETA-GAMMA,ALPHAGAMMA","2,1,2,2,1,15,11,1"
2001-07-28,"9557,9553,9550,9548,9543,9559",6,"-763.89,286.9056,913.956,860.298,848.52,-208.0092","-336.9534,112.062,128.7492,231.3996,-409.1292,-478.83","HSX,DAO,AXX,HSX,ESI,DSO","ALPHAGAMMA,BETAAGAMMA,ALPHAGAMMA,ALPHAGAMMA,BETA-GAMMA,BETAAGAMMA","1,21,1,1,7,5"
2001-07-29,"9555,9548,9543,9559,9557,9553",6,"-16.36524,899.454,869.82,0.0,-661.842,503.5158","-238.6908,266.0418,-369.0084,-468.1872,-380.3856,137.2818","HRX,HSX,HSX,CRO,ESO,CRO","ALPHA,ALPHA,ALPHA,BETAA,BETAA,BETAA","1,1,1,8,4,13"
2001-07-30,"9560,9557,9553,9559",4,"-648.75,-523.857,661.896,209.7258","230.0592,-393.6624,165.5016,-466.7598","AXX,FAO,BXO,DRO","ALPHA,BETAA,BETAA,BETAA","1,9,3,6"
2001-07-31,"9562,9561,9557,9559",4,"-886.422,-822.348,-336.156,338.7012","49.99578,-253.74,-390.291,-463.4712","DAO,DAO,EAO,CRO","BETAA,BETAA,BETAA,BETAA","2,5,14,3"
2001-08-01,"9557,9563,9562,9561,9559",5,"-124.164,-726.21,-799.416,-699.984,541.4478","-412.1568,336.003,48.19596,-257.5044,-423.402","EAI,AXX,EAO,DAO,BXO","BETAA,ALPHA,BETAA,BETAA,BETAA","15,1,6,11,2"
2001-08-02,"9566,9563,9562,9557,9564,9561,9565",7,"-807.468,-602.028,-656.574,46.99044,591.8694,-558.606,-354.8928","233.6136,320.1936,12.84228,-399.0882,156.3612,-271.9506,-23.78274","DSO,AXX,DAO,EAO,CRO,EAO,BXO","BETAA,ALPHA,BETAA,BETAA,BETAA,BETAA,BETAA","4,1,7,12,2,9,3"
2001-08-03,"9566,9563,9561,9557,9564,9562",6,"-698.496,-443.1312,-376.3098,230.9412,744.438,-487.1742","199.5036,322.8564,-299.7846,-412.0812,172.3146,-1.46184","CRO,CSO,ESO,ESO,DSO,DAO","BETAA,BETAA,BETAA,BETAA,BETAA,BETAA","5,8,13,15,6,6"
2001-08-04,"9568,9566,9563,9562,9561,9557,9564,9567",8,"686.922,-504.9444,-268.1448,-261.243,-160.731,388.536,846.402,32.0238","-367.3176,213.5478,297.9678,-29.3118,-307.7988,-421.6236,190.4508,-340.3722","AXX,BXO,DAI,DSO,DSO,EAO,DSO,DSO","ALPHA,BETAA,BETAA,BETAA,BETAA,BETAA,BETAA,BETAA","1,5,15,5,6,14,7,7"
2001-08-05,"9567,9565,9563,9557,9566,9568,9561,9564,9562",9,"252.9168,308.9148,-76.2312,533.2428,-340.3302,788.46,48.4524,907.362,-49.55016","-337.7034,-45.36852,277.1016,-413.0088,187.176,-337.4628,-310.2498,212.5806,-17.55588","DAO,BXO,DAI,DKI,DSO,BXO,CSO,DAO,DAO","BETA,BETA,BETA,BETA,BETA,BETA,BETA,BETA,BETA","8,4,25,19,16,3,8,4,5"
2001-08-06,"9570,9569,9567,9565,9562,9563,9557,9568,9566,9561",10,"-905.016,-156.9054,472.431,530.3808,180.6636,106.6068,688.194,880.854,-126.492,301.38","-187.6284,-386.9694,-328.368,-34.57518,-16.92306,276.4416,-397.5138,-310.9278,180.1374,-305.9928","HSX,BXO,DAO,AXX,DSO,EAI,DKI,BXO,DAI,CSO","ALPHAGAMMA,BETA-GAMMA,BETA-GAMMA,ALPHAGAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA","1,3,14,1,7,38,21,3,22,4"
2001-08-07,"9571,9570,9569,9568,9566,9563,9561,9567,9562,9557",10,"-923.01,-816.786,63.393,889.008,126.51,313.455,534.7146,639.792,414.966,800.604","60.8994,-212.5734,-374.0652,-323.4084,179.1324,280.9728,-262.575,-299.8014,-9.49578,-364.4604","HAX,HSX,DAO,AXX,DAO,EKI,HSX,DSO,CSO,DKI","ALPHAGAMMA,ALPHAGAMMA,BETAAGAMMA,ALPHAGAMMA,BETA-GAMMA,BETA-GAMMA,ALPHAGAMMA,BETA-GAMMA,BETAAGAMMA,BETA-GAMMA","1,1,9,1,16,23,1,9,5,16"
2001-08-08,"9571,9563,9561,9572,9569,9566,9570,9567,9562,9557",10,"-861.51,485.2626,692.43,-356.9682,233.9118,280.8936,-658.962,804.816,595.476,870.552","56.7141,305.6376,-248.0004,168.7326,-387.0648,182.01,-251.9004,-276.6936,2.12904,-342.1764","HSX,EKI,HSX,HSX,DAO,DAO,CAO,BXO,BXO,DKI","ALPHAGAMMA,BETA-GAMMA,ALPHADELTA,ALPHAGAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETAADELTA,BETA-DELTA","1,24,1,1,12,12,3,6,5,12"
2001-08-09,"9562,9573,9572,9571,9570,9569,9567,9561,9566,9563,9557",11,"783.792,-882.138,-127.2054,-743.946,-481.9326,424.2018,864.276,829.518,494.9022,644.562,882.138","24.02604,-166.4688,160.8798,34.65414,-252.2658,-379.611,-262.5468,-226.3854,192.2496,319.9458,-331.9398","AXX,HAX,HSX,HAX,CAO,DKI,CSO,HSX,DAI,EAI,DAI","ALPHAGAMMA,ALPHAGAMMA,ALPHAGAMMA,ALPHAGAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,ALPHAGAMMA,BETA-GAMMA,BETA-GAMMA,BETAAGAMMA","2,2,1,1,5,14,6,1,15,23,11"
2001-08-10,"9566,9563,9573,9571,9570,9569,9567,9561,9562",9,"642.264,758.124,-794.814,-594.6576,-318.0234,595.8408,917.724,905.55,881.952","204.6354,336.8616,-202.692,17.13228,-293.475,-352.0872,-222.438,-188.6226,44.53422","DKI,FKI,CSO,HSX,CKO,DKO,DAO,AXX,HSX","BETA-GAMMA,BETA-GAMMA,BETAAGAMMA,ALPHAGAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,ALPHAGAMMA,ALPHAGAMMA","16,21,2,1,4,15,6,1,1"
2001-08-11,"9563,9573,9571,9570,9566,9574,9569",7,"826.032,-674.796,-398.8452,-97.5822,769.8,-66.2592,730.29","371.6424,-220.6668,19.29648,-284.3634,221.8686,-155.6538,-350.9136","FSI,DAO,HSX,CSO,DAO,CRO,DAO","BETA-GAMMA,BETAAGAMMA,ALPHAGAMMA,BETA-GAMMA,BETA-GAMMA,BETAAGAMMA,BETA-GAMMA","12,8,1,2,9,9,8"
2001-08-12,"9569,9575,9570,9566,9563,9573,9574,9576,9571",9,"836.31,-890.256,113.3814,862.608,845.448,-511.3266,164.781,741.87,-181.0764","-329.3874,149.0346,-300.8496,243.8454,401.0562,-236.7342,-171.5508,133.0014,-39.34998","CAO,HSX,CSO,DAO,ESO,DAO,DAI,CSO,HSX","BETA-GAMMA-DELTA,ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA","3,1,6,11,4,16,17,2,1"
2001-08-13,"9575,9574,9571,9570,9569,9566,9576,9577,9573,9578,9563",11,"-815.052,385.9044,33.02664,318.1752,892.446,901.374,854.412,236.6886,-320.3562,178.7568,849.192","128.4828,-164.676,-8.94846,-296.058,-305.2086,264.4974,154.6854,159.8676,-264.3738,-268.9008,419.2548","CAO,DAI,HAX,CSO,CAO,DAO,CRO,CRO,DAO,CAO,DAO","BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETAAGAMMA-DELTA,BETA-GAMMA-DELTA,BETAAGAMMA-DELTA","8,20,2,6,6,12,2,3,16,8,3"
2001-08-14,"9578,9576,9575,9574,9573,9571,9570,9569",8,"397.0218,909.84,-682.26,583.0812,-114.1962,260.8434,520.035,903.318","-245.583,193.4604,107.0706,-168.0162,-270.9384,-5.65977,-284.9034,-267.7626","DAO,AXX,CSO,EKI,DAO,HSX,CSO,HAX","BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA","8,1,5,20,19,2,5,1"
2001-08-15,"9580,9579,9578,9575,9573,9570,9571,9574",8,"-828.948,157.9974,579.6834,-522.0924,131.1606,684.462,457.7766,736.632","354.0228,-379.9788,-217.284,90.7098,-239.5374,-237.7626,19.6089,-134.8536","HSX,CSO,CSO,CSO,CSO,CAO,HSX,EKI","ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA","1,6,7,5,12,2,1,19"
2001-08-16,"9582,9581,9580,9579,9578,9577,9575,9574,9573,9571,9570",11,"-769.638,131.385,-752.868,336.951,751.464,809.448,-318.4098,865.194,368.184,644.94,804.474","472.0536,-540.1896,350.0328,-404.7888,-197.3256,159.9252,94.593,-110.6634,-232.6044,18.12324,-250.2282","CAO,HRX,HAX,DSO,CSO,CSO,HAX,EAO,CAO,HAX,HAX","BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA","3,1,1,8,4,7,1,13,5,1,1"
2001-08-17,"9579,9585,9584,9583,9581,9580,9578,9577,9574,9573,9571,9570,9575,9582",14,"525.2526,-881.268,-807.492,-197.0328,334.0512,-640.302,847.512,888.966,928.926,538.9092,783.522,890.838,-129.6186,-690.576","-407.8224,214.3074,-234.6906,-469.3566,-506.4336,331.3614,-210.117,182.1234,-86.901,-238.083,36.6423,-211.779,88.3896,451.2654","CSO,BXO,BXO,DSO,CSO,HSX,AXX,DSO,EAO,HSX,AXX,HSX,CAO,AXX","BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA","4,2,2,3,3,1,1,3,3,1,1,1,4,2"
2001-08-18,"9586,9585,9582,9581,9579,9573,9587,9584,9580,9575,9570,9577,9574",13,"671.634,-817.656,-582.324,576.5526,675.042,710.568,-773.358,-677.538,-498.5616,32.62692,933.522,915.138,945.666","-318.309,194.973,403.3728,-474.5964,-420.4272,-204.3372,-241.6566,-286.9938,300.2106,70.119,-163.4544,247.4184,-65.6652","BXO,CSO,BXO,HSX,HSX,HSX,HRX,CAO,HAX,CSO,HAX,HSX,HSX","BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA","2,7,3,1,1,1,1,5,1,3,1,1,1"
2001-08-19,"9587,9586,9585,9584,9582,9581,9580,9579,9575,9573",10,"-636.804,806.31,-703.704,-544.9452,-457.6404,654.414,-323.2362,773.1,194.3916,830.76","-261.3564,-310.9452,174.2394,-301.647,359.8782,-478.956,304.4508,-430.38,71.7864,-183.783","HSX,CRO,DAI,DAO,DAO,DSO,HSX,HRX,CSO,HSX","ALPHAGAMMA,BETA-GAMMA,BETA-GAMMA,BETAA,BETAA,BETAA,ALPHA,ALPHA,BETAA,ALPHA","1,5,18,6,8,3,1,1,4,1"
2001-08-20,"9588,9584,9582,9581,9580,9575,9573,9587,9585",9,"660.096,-318.5784,-287.562,773.688,-133.92,495.2664,908.142,-438.7482,-553.3296","-555.1698,-301.1814,349.4154,-456.5004,313.4868,85.638,-160.2702,-278.9802,156.8352","CAO,CAO,DAO,CAO,HAX,CSO,HRX,HSX,DAI","BETAAGAMMA,BETAAGAMMA,BETAAGAMMA,BETAAGAMMA,ALPHAGAMMA,BETAAGAMMA,ALPHAGAMMA,ALPHAGAMMA,BETA-GAMMA","5,3,11,5,1,3,1,1,22"
2001-08-21,"9590,9588,9582,9581,9575,9573,9585,9589,9584,9580,9587",11,"-825.174,756.702,-73.3098,831.282,674.148,938.196,-344.6928,329.76,-81.219,75.2556,-242.0202","-459.7818,-532.6386,343.2936,-436.1592,85.8114,-136.9896,142.2324,141.5292,-308.2122,296.3424,-288.999","HSX,DAO,DSO,BXO,HSX,HAX,DAO,BXO,HSX,HSX,HRX","ALPHAGAMMA,BETAAGAMMA,BETAAGAMMA,BETAAGAMMA,ALPHAGAMMA,ALPHAGAMMA,BETAAGAMMA,BETAAGAMMA,ALPHAGAMMA,ALPHAGAMMA,ALPHAGAMMA","1,4,22,3,1,1,22,4,2,1,1"
2001-08-22,"9588,9585,9584,9582,9580,9575,9591,9589,9590,9587",10,"792.672,-175.6506,129.7164,102.5286,252.462,805.176,-854.226,530.0202,-754.062,-32.75256","-516.162,135.6846,-308.1696,343.1682,299.9424,89.2392,-326.9352,137.2584,-487.2564,-277.5792","BXO,DAO,AXX,DAO,HSX,HSX,HAX,CAO,HAX,BXO","BETAAGAMMA,BETAAGAMMA,ALPHAGAMMA,BETAAGAMMA,ALPHAGAMMA,ALPHAGAMMA,ALPHAGAMMA,BETAAGAMMA,ALPHAGAMMA,BETAAGAMMA","2,27,2,25,1,1,1,7,1,2"
2001-08-23,"9585,9584,9582,9575,9592,9591,9590,9589,9580,9587",10,"64.524,379.0476,290.3742,894.972,805.206,-810.06,-643.356,658.296,435.1332,227.0574","116.8914,-299.9838,332.526,130.5786,-206.4234,-326.0124,-508.791,183.2898,293.0988,-274.833","EKO,AXX,DSO,HSX,BXO,FKO,HAX,DAO,HSX,AXX","BETAAGAMMA,ALPHAGAMMA,BETAAGAMMA,ALPHAGAMMA,BETAAGAMMA,BETAAGAMMA,ALPHAGAMMA,BETAAGAMMA,ALPHAGAMMA,ALPHAGAMMA","35,1,22,1,3,8,2,9,1,1"
2001-08-24,"9580,9592,9591,9589,9585,9582,9575,9593,9590",9,"593.313,899.976,-726.708,783.972,254.9766,458.1144,932.85,-16.6413,-505.857","306.8364,-164.8368,-342.9126,202.8468,120.459,357.8568,155.7018,-116.2854,-525.4716","HSX,DSO,FKI,CAO,DAO,CSO,HSX,BXO,HAX","ALPHAGAMMA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETAAGAMMA,BETAAGAMMA,BETAAGAMMA,ALPHAGAMMA,BETA-GAMMA-DELTA,ALPHAGAMMA","2,5,28,10,38,14,1,2,4"
2001-08-25,"9585,9595,9594,9593,9592,9591,9590,9589,9587,9582,9580",11,"450.2802,-416.004,-66.3456,198.273,936.534,-606.018,-355.4652,878.214,536.448,630.504,697.962","113.301,160.7586,476.4126,-114.2676,-153.4314,-374.5044,-537.234,211.326,-274.2792,359.496,337.1496","EAO,AXX,BXO,AXX,DSO,FKI,HSX,CRO,AXX,CSO,CSO","BETA-GAMMA-DELTA,ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA","25,1,3,1,2,32,2,3,2,4,2"
2001-08-26,"9594,9590,9587,9585,9580,9591,9596",7,"132.2106,-173.3064,718.38,644.88,805.764,-477.4506,-858.918","477.1566,-558.8208,-238.2402,130.5636,343.9482,-401.856,348.0594","AXX,HAX,DSO,EAI,HSX,FKI,HAX","ALPHAGAMMA-DELTA,ALPHA,BETAA,BETAA,ALPHA,BETA-GAMMA-DELTA,ALPHAGAMMA-DELTA","1,3,7,17,1,32,1"
2001-08-27,"9591,9587,9580,9596,9597,9585,9590",7,"-278.6076,842.28,866.484,-812.148,-677.088,789.834,29.09976","-413.9244,-214.6926,353.5422,311.1828,201.1626,135.5238,-561.5286","FKI,DAO,HSX,HSX,BXO,DAO,HAX","BETA-GAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA","43,12,1,1,2,7,3"
2001-08-28,"9601,9600,9599,9598,9587,9585,9597,9596,9591,9590,9580",11,"-932.478,-902.73,-820.224,882.96,918.594,876.618,-525.7734,-714.546,-94.8372,201.741,872.298","153.6726,242.3514,-339.1752,-289.4064,-171.7836,175.0056,167.8074,289.7898,-404.298,-558.9144,375.8724","HAX,HSX,BXO,AXX,DAO,DSO,DAO,HSX,FKI,HSX,HSX","ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA","1,1,2,1,7,5,8,2,40,4,1"
2001-08-29,"9591,9601,9600,9599,9598,9597,9596,9595,9590,9585,9587",11,"94.3032,-890.124,-848.442,-708.03,908.142,-341.8542,-568.2906,474.5982,441.3204,926.4,935.7","-419.7306,162.4968,217.7634,-347.631,-279.606,171.6954,270.273,146.8446,-505.9536,186.0624,-163.7118","FKI,DAO,DAO,DAO,HAX,DAO,HAX,AXX,HSX,CSO,DAO","BETA-GAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA,ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA","41,7,4,3,1,9,1,2,3,2,6"
2001-08-30,"9590,9601,9600,9597,9596,9591,9599",7,"568.2342,-798.09,-766.566,-142.8288,-418.2384,339.9318,-529.9824","-507.9678,85.7454,164.3094,164.5854,241.284,-397.3944,-398.9502","HAX,DAO,EAO,BXO,CAO,FKI,DAO","ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA","2,8,9,9,2,26,10"
2001-08-31,"9601,9599,9597,9591,9596,9590",6,"-698.304,-369.153,31.51284,488.2158,-214.1712,683.874","153.0474,-396.174,195.7344,-417.633,247.5588,-530.157","FKI,DAI,BXO,FKI,HSX,HAX","BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETAAGAMMA-DELTA,BETA-GAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA","28,19,3,25,1,2"
2001-09-01,"9601,9599,9596,9591,9595,9590",6,"-490.8516,-173.2704,-15.45606,564.108,855.936,772.062","130.7658,-404.3514,244.1154,-410.9166,237.2796,-496.998","FKC,DAO,HSX,FKO,CRO,HAX","BETA-GAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,ALPHAGAMMA-DELTA","45,14,1,17,3,2"
2001-09-02,"9602,9601,9596,9591,9590,9599",6,"-472.755,-286.4352,185.4306,644.724,819.576,47.54028","-234.5694,118.6758,230.1972,-401.7546,-475.7958,-406.6266","BXO,FKI,HSX,FKO,HAX,DAO","BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA,ALPHA,BETAAGAMMA-DELTA","2,58,1,19,1,12"
2001-09-03,"9603,9602,9599,9596,9591,9601",6,"-848.37,-292.362,219.7794,346.0854,821.388,-129.0564","-183.6078,-244.9968,-403.623,252.5556,-340.278,113.9628","HSX,BXO,DAO,HSX,EKO,EKC","ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA,GAMMAGAMMA-DELTA","1,6,7,1,15,51"
2001-09-04,"9606,9605,9604,9602,9601,9599,9596,9591,9603",9,"-764.892,-715.848,778.446,-33.11046,96.9558,467.7786,545.1384,894.318,-711.378","-339.1332,-391.5384,-393.246,-234.894,113.3292,-390.738,267.0876,-309.693,-225.9306","DSO,CSO,DSO,CSO,FKC,DSO,HSX,FKO,HSX","BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA,ALPHAGAMMA-DELTA","2,3,4,3,55,2,1,6,2"
2001-09-05,"9599,9607,9606,9604,9601,9596,9605,9603,9591",9,"663.9,-849.588,-645.516,856.986,348.9084,662.388,-568.1682,-556.0146,899.106","-370.6032,-303.903,-358.209,-380.9244,104.5116,264.2802,-396.7932,-228.3072,-303.3528","HSX,EAO,DAO,DAO,FKC,HAX,CSO,HSX,HKX","ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,BETA-GAMMA-DELTA,ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA","1,4,10,5,49,1,6,1,1"
2001-09-06,"9608,9607,9606,9605,9603,9601,9599,9596,9604",9,"-818.262,-755.1,-484.1814,-379.494,-369.8898,573.2082,797.856,800.526,894.456","-422.1576,-311.6988,-374.8206,-426.8436,-241.8654,120.7188,-332.4396,289.9338,-322.9578","EAO,EAO,DAO,CSO,HSX,EKI,HSX,HSX,DAO","BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA,ALPHAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA","6,9,19,4,1,40,1,1,4"
2001-09-07,"9610,9609,9607,9606,9603,9601,9596,9605,9608,9599",10,"-887.934,756.876,-617.424,-297.669,-164.4744,728.61,884.754,-189.0726,-711.03,879.54","-202.8402,-187.3932,-331.7844,-386.367,-249.7374,106.3446,286.1712,-405.3432,-475.4766,-319.8438","HAX,DSO,EAI,EKI,HRX,FKC,HAX,DAO,FKI,HRX","ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA,ALPHAGAMMA-DELTA,BETAAGAMMA-DELTA,BETA-GAMMA-DELTA,ALPHAGAMMA-DELTA","1,5,13,25,1,30,1,9,18,1"
2001-09-08,"9611,9612,9610,9609,9607,9606,9605,9603,9601,9613,9608,9596",12,"368.0904,-569.6616,-805.452,873.492,-445.5456,-79.284,31.56204,49.58652,835.92,719.616,-606.978,883.146","55.3476,269.5254,-271.6902,-145.731,-362.8512,-407.574,-422.9682,-251.4966,161.5506,-347.9148,-491.9208,355.9638","CAO,DAO,EKO,CSO,FAO,EKI,DAO,HRX,EKI,CAO,FKI,HAX","BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETAAGAMMA-DELTA,ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,ALPHAGAMMA-DELTA","7,3,11,3,31,33,16,1,24,3,35,1"
2001-09-09,"9605,9614,9613,9611,9610,9609,9608,9607,9606,9601,9615,9612",12,"235.4712,303.558,846.018,566.7702,-688.956,944.244,-467.8872,-267.462,110.8884,912.174,-839.364,-402.6576","-404.1426,102.288,-319.8738,69.8184,-307.5822,-109.2522,-506.5704,-387.8442,-407.2458,190.4442,145.2546,255.753","HSX,HRX,BXO,DAO,EAO,HSX,FKC,EAI,EAI,EKI,AXX,DRO","ALPHAGAMMA,ALPHAGAMMA,BETAAGAMMA,BETAAGAMMA,BETAAGAMMA,ALPHAGAMMA,BETA-GAMMA,BETA-GAMMA,BETAAGAMMA,BETA-GAMMA,ALPHAGAMMA,BETAAGAMMA","2,1,7,11,14,2,47,27,30,14,1,5"
2001-09-10,"9615,9614,9612,9611,9608,9607,9606,9605,9610,9613,9601",11,"-708.186,516.7224,-185.7948,731.514,-263.3466,-47.898,340.8408,452.1468,-518.9166,904.884,927.192","103.2792,148.9788,230.0202,89.919,-532.998,-392.8662,-399.6942,-407.6814,-326.574,-290.5194,218.7726","AXX,AXX,DSO,DAO,FKC,EAI,EAO,DSO,EAO,CSO,HKX","ALPHAGAMMA,ALPHAGAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETAAGAMMA,BETAAGAMMA,BETA-GAMMA,BETA-GAMMA,ALPHAGAMMA","1,3,13,10,60,25,33,5,26,4,1"
2001-09-11,"9605,9612,9611,9607,9610,9608,9606,9615",8,"639.15,0.0,845.496,143.1984,-349.3362,-103.902,534.6624,-552.0726","-389.3352,227.7078,112.5576,-391.6164,-322.5858,-537.6246,-385.9746,85.3134","HRX,CSO,DKO,EAO,EKI,FKC,DAO,AXX","ALPHAGAMMA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETAAGAMMA,ALPHAGAMMA-DELTA","1,8,9,20,28,52,18,1"
2001-09-12,"9616,9612,9608,9607,9606,9611,9610",7,"-919.068,199.7382,103.9284,372.2958,692.406,914.844,-129.3078","-217.2024,246.9078,-537.672,-382.9416,-381.9342,119.4126,-345.7038","HAX,DAO,FKI,EAO,CAO,DKO,EKI","ALPHAGAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETAAGAMMA-DELTA,BETAAGAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA-DELTA","1,10,44,9,3,6,37"
